id,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,number_of_reviews_ltm,host_is_superhost,accommodates,bedrooms,beds,review_scores_rating,instant_bookable,log_price
778678923050591000,Centro Storico,43.76951,11.24464,Entire home/apt,9999.0,10,4,f,4.0,2.0,3.0,4.5,t,9.21024036697585
778684507027724260,Centro Storico,43.7757702,11.2522544,Private room,196.0,1,0,f,2.0,1.0,1.0,5.0,t,5.278114659230517
778898441887518876,Centro Storico,43.78265108430902,11.241720020771028,Entire home/apt,96.0,87,25,t,4.0,1.0,2.0,5.0,f,4.564348191467836
778969320120540244,Campo di Marte,43.7672065,11.2837647,Entire home/apt,107.0,25,5,f,4.0,2.0,2.0,4.96,f,4.672828834461906
779159109274525151,Centro Storico,43.77110848986588,11.269018612828082,Entire home/apt,127.0,200,81,t,4.0,1.0,2.0,4.98,f,4.844187086458591
779491881179732115,Centro Storico,43.77217,11.26183,Entire home/apt,348.0,19,2,,8.0,3.0,5.0,4.84,t,5.8522024797744745
780180656970592422,Centro Storico,43.7806997251303,11.2573339908073,Entire home/apt,137.0,3,0,f,6.0,2.0,6.0,4.0,t,4.919980925828125
780226406702182588,Centro Storico,43.76462,11.25578,Entire home/apt,283.0,136,41,t,5.0,2.0,3.0,4.79,t,5.645446897643238
780268416037652979,Campo di Marte,43.77776248672596,11.271574012935162,Entire home/apt,111.0,38,2,t,2.0,1.0,2.0,4.66,t,4.709530201312334
780274459987191068,Centro Storico,43.7760071389611,11.253488362635,Entire home/apt,141.0,23,6,f,4.0,1.0,2.0,4.83,t,4.948759890378168
780300414840543082,Centro Storico,43.78226984366258,11.236016195517411,Entire home/apt,119.0,101,32,t,4.0,2.0,2.0,4.8,t,4.77912349311153
780315712549689745,Centro Storico,43.75950004605812,11.265074182256024,Entire home/apt,390.0,29,9,t,3.0,2.0,2.0,4.9,t,5.966146739123692
780362182871306815,Rifredi,43.78477896515807,11.254110010431026,Entire home/apt,111.0,52,17,,2.0,0.0,1.0,4.9,f,4.709530201312334
781012319341716496,Centro Storico,43.76904962347625,11.25349193558197,Entire home/apt,170.0,94,14,f,4.0,2.0,2.0,4.7,t,5.135798437050262
781601886661903264,Campo di Marte,43.777690831292574,11.271667890250685,Entire home/apt,85.0,86,18,t,2.0,1.0,1.0,4.81,t,4.442651256490317
781645435892852604,Centro Storico,43.76915,11.26228,Entire home/apt,900.0,3,1,f,4.0,1.0,2.0,5.0,t,6.802394763324311
781762271167256813,Centro Storico,43.78018640387106,11.260063261612524,Entire home/apt,182.0,50,16,,4.0,1.0,1.0,5.0,t,5.204006687076795
782309501580093559,Centro Storico,43.76689,11.25968,Entire home/apt,481.0,0,0,,6.0,3.0,3.0,,f,6.175867270105761
782394866924814716,Centro Storico,43.7731,11.2474,Private room,1000.0,0,0,f,2.0,1.0,1.0,,t,6.907755278982137
782417754078958140,Centro Storico,43.78067052289006,11.262469254434109,Entire home/apt,207.0,1,0,f,4.0,2.0,2.0,5.0,f,5.332718793265369
782490129749041029,Centro Storico,43.7709701,11.27182,Private room,501.0,3,2,t,2.0,1.0,1.0,5.0,t,6.2166061010848646
782589989294362107,Centro Storico,43.77278329085123,11.264058544094857,Entire home/apt,110.0,128,30,t,2.0,1.0,1.0,4.9,f,4.700480365792417
783099683851536403,Centro Storico,43.7762708,11.2507721,Private room,135.0,11,8,f,3.0,2.0,2.0,4.45,t,4.90527477843843
783179005918373462,Centro Storico,43.77072767342201,11.260453571608885,Entire home/apt,120.0,131,27,f,2.0,1.0,1.0,4.63,f,4.787491742782046
783216680014087066,Centro Storico,43.7811059,11.2339047,Entire home/apt,9429.0,30,11,f,3.0,1.0,2.0,4.83,t,9.151545325465678
783388664403698127,Centro Storico,43.77071019488659,11.258026384655752,Entire home/apt,85.0,94,38,t,2.0,1.0,1.0,4.89,f,4.442651256490317
783811033829177284,Centro Storico,43.7752708,11.25249,Private room,100.0,99,29,f,2.0,1.0,1.0,4.66,f,4.605170185988092
784759507868547775,Centro Storico,43.770109779405225,11.26582458902436,Entire home/apt,161.0,114,36,,4.0,2.0,2.0,4.87,f,5.081404364984463
784852967860891455,Centro Storico,43.77355407050736,11.2563771816147,Entire home/apt,199.0,110,47,t,2.0,1.0,1.0,4.87,t,5.293304824724492
785183482556786524,Rifredi,43.79171287350095,11.247225924229554,Entire home/apt,119.0,76,36,t,5.0,2.0,4.0,4.99,f,4.77912349311153
785404468171987072,Campo di Marte,43.7698962,11.2820116,Entire home/apt,73.0,88,31,t,4.0,1.0,2.0,4.84,f,4.290459441148391
785512555389998397,Centro Storico,43.77603784952567,11.252091560760604,Entire home/apt,260.0,78,30,t,6.0,2.0,4.0,4.88,f,5.560681631015528
785873908885928252,Rifredi,43.7922121,11.2180019,Entire home/apt,55.0,166,65,t,2.0,1.0,2.0,4.75,t,4.007333185232471
785976405597983450,Centro Storico,43.78532859684132,11.239629542327876,Entire home/apt,217.0,31,6,f,8.0,4.0,6.0,4.97,f,5.37989735354046
786012480954019639,Centro Storico,43.7705711393364,11.2610552288361,Entire home/apt,147.0,19,8,f,5.0,3.0,5.0,4.26,t,4.990432586778736
786012515727456688,Centro Storico,43.7705711393364,11.2610485233135,Entire home/apt,124.0,1,0,f,4.0,2.0,4.0,3.0,t,4.820281565605037
786080944884794396,Centro Storico,43.7643189,11.246778,Entire home/apt,198.0,125,58,t,6.0,2.0,2.0,4.96,t,5.288267030694535
786146821698061907,Centro Storico,43.77183448047573,11.266475316103811,Entire home/apt,172.0,36,5,f,6.0,3.0,3.0,4.36,t,5.147494476813453
786170960856703705,Centro Storico,43.7758678,11.2637044,Entire home/apt,109.0,41,2,,,,,,,4.6913478822291435
786329706711283927,Centro Storico,43.76882,11.25842,Entire home/apt,120.0,159,38,f,2.0,1.0,1.0,4.81,t,4.787491742782046
786331753382595723,Centro Storico,43.76916,11.25908,Entire home/apt,110.0,146,36,f,2.0,1.0,1.0,4.61,t,4.700480365792417
786678363171853949,Centro Storico,43.7676274524242,11.2522453448441,Entire home/apt,184.0,11,0,f,2.0,1.0,1.0,4.36,t,5.214935757608986
786727658687159672,Isolotto Legnaia,43.7702076,11.2073083,Entire home/apt,148.0,35,15,f,8.0,2.0,6.0,4.89,t,4.997212273764115
787007997512489189,Centro Storico,43.76728754178107,11.264442263348652,Entire home/apt,116.0,94,38,t,4.0,1.0,3.0,4.93,t,4.7535901911063645
787472775560726709,Centro Storico,43.7685288,11.2482976,Entire home/apt,230.0,48,16,t,6.0,2.0,3.0,4.73,t,5.438079308923196
787504832925832356,Centro Storico,43.7859778,11.2263722,Entire home/apt,80.0,19,0,f,2.0,1.0,1.0,5.0,f,4.382026634673881
787529465568764939,Rifredi,43.7945,11.24582,Entire home/apt,140.0,1,0,f,6.0,2.0,4.0,4.0,t,4.941642422609304
787586528697063356,Centro Storico,43.7699906,11.253422,Entire home/apt,118.0,138,42,,2.0,1.0,1.0,4.55,t,4.770684624465665
788099430057885914,Rifredi,43.80404299564992,11.242320986099942,Private room,30.0,11,4,f,1.0,1.0,1.0,4.45,f,3.4011973816621555
788137201430563931,Campo di Marte,43.76654,11.28246,Entire home/apt,172.0,31,7,,7.0,3.0,4.0,4.68,t,5.147494476813453
788168601264116425,Centro Storico,43.7761375,11.2529231,Entire home/apt,99.0,7,5,f,4.0,1.0,2.0,5.0,f,4.59511985013459
788466452937192742,Rifredi,43.78600711299999,11.2535526,Entire home/apt,91.0,1,0,f,4.0,1.0,1.0,5.0,f,4.51085950651685
790307592658387310,Gavinana Galluzzo,43.75212,11.30326,Entire home/apt,104.0,29,7,t,5.0,2.0,3.0,5.0,f,4.6443908991413725
790325730804700718,Centro Storico,43.7814016,11.2584679,Entire home/apt,249.0,18,1,f,4.0,2.0,2.0,4.78,t,5.517452896464707
790683294578889486,Centro Storico,43.77340712117141,11.26297746707194,Entire home/apt,132.0,96,24,t,3.0,1.0,2.0,4.9,t,4.882801922586371
790731419081799209,Centro Storico,43.7708334,11.2560001,Entire home/apt,1000.0,69,20,f,3.0,1.0,2.0,4.54,t,6.907755278982137
790775382127552761,Centro Storico,43.7708334,11.2560001,Entire home/apt,1000.0,49,11,f,2.0,1.0,1.0,4.61,t,6.907755278982137
790793346586552827,Centro Storico,43.77157548953238,11.254935873995954,Entire home/apt,1000.0,24,2,f,4.0,1.0,3.0,4.21,t,6.907755278982137
791002625695962686,Centro Storico,43.77591787359078,11.249780865349916,Private room,852.0,88,66,f,2.0,1.0,1.0,4.73,t,6.747586526829315
791206449761748704,Rifredi,43.79902440000001,11.2352951,Entire home/apt,85.0,89,17,t,4.0,1.0,2.0,4.97,t,4.442651256490317
791214115522370661,Centro Storico,43.76698,11.25931,Entire home/apt,210.0,15,3,f,4.0,2.0,2.0,4.47,t,5.3471075307174685
791335569764605921,Centro Storico,43.77155073087174,11.256103153446857,Entire home/apt,338.0,4,4,f,4.0,2.0,2.0,5.0,f,5.823045895483019
791500945697840455,Centro Storico,43.78267397877803,11.241153137434392,Entire home/apt,162.0,183,75,,6.0,2.0,2.0,4.92,t,5.087596335232384
791766136356380013,Centro Storico,43.76723,11.25855,Entire home/apt,395.0,59,6,f,6.0,3.0,3.0,4.78,t,5.978885764901122
791782115446531605,Centro Storico,43.776898481275126,11.255102459539156,Entire home/apt,165.0,119,32,t,6.0,2.0,4.0,4.68,t,5.10594547390058
791793836798115986,Centro Storico,43.77038518455525,11.257228986388036,Entire home/apt,240.0,59,21,f,6.0,3.0,3.0,4.56,t,5.480638923341991
791812464721870945,Centro Storico,43.78190867518435,11.234246247221389,Entire home/apt,239.0,30,9,t,6.0,3.0,3.0,4.93,t,5.476463551931511
792463157556790944,Isolotto Legnaia,43.7731,11.23337,Entire home/apt,97.0,7,2,f,2.0,1.0,1.0,3.71,t,4.574710978503383
792470806155871608,Centro Storico,43.7674233096741,11.2512973461021,Entire home/apt,169.0,5,1,f,4.0,2.0,3.0,2.4,t,5.1298987149230735
792504469719323385,Centro Storico,43.77518438580155,11.259124365138474,Entire home/apt,194.0,73,11,t,2.0,1.0,1.0,4.97,t,5.267858159063328
792831117178959360,Centro Storico,43.77993,11.23957,Entire home/apt,103.0,397,132,t,5.0,1.0,3.0,4.87,t,4.634728988229636
793330977881465023,Centro Storico,43.779190284913,11.24118487913782,Entire home/apt,135.0,147,31,t,4.0,1.0,2.0,4.92,t,4.90527477843843
793574941132812642,Centro Storico,43.77364616061874,11.266704419875907,Entire home/apt,88.0,24,4,t,4.0,1.0,2.0,4.75,t,4.477336814478207
794066423542316418,Centro Storico,43.77483292766326,11.253067266897052,Private room,101.0,24,14,f,1.0,1.0,1.0,4.42,t,4.61512051684126
794072692570848361,Centro Storico,43.77938580228333,11.240974851615126,Entire home/apt,158.0,132,69,t,2.0,1.0,1.0,4.95,f,5.062595033026967
794843813087133147,Centro Storico,43.77815,11.25971,Entire home/apt,187.0,44,1,t,8.0,3.0,1.0,4.73,t,5.231108616854587
794928361919588676,Centro Storico,43.77064,11.26042,Entire home/apt,105.0,129,34,f,2.0,1.0,1.0,4.69,f,4.653960350157523
794957896571817179,Centro Storico,43.774472403134645,11.260379124476689,Entire home/apt,98.0,0,0,f,4.0,2.0,2.0,,f,4.584967478670572
794981640904510714,Campo di Marte,43.77215805699751,11.28337203355357,Entire home/apt,70.0,114,32,f,5.0,1.0,5.0,4.79,f,4.248495242049359
795489237326866144,Rifredi,43.79628,11.23383,Entire home/apt,140.0,1,1,f,4.0,1.0,4.0,5.0,f,4.941642422609304
795528498177510712,Centro Storico,43.77049,11.26616,Entire home/apt,66.0,142,41,f,2.0,1.0,1.0,4.71,f,4.189654742026425
795612976247895704,Centro Storico,43.76589,11.24956,Entire home/apt,97.0,117,47,f,4.0,1.0,2.0,4.78,t,4.574710978503383
795680780599131247,Centro Storico,43.76895249665828,11.25817566378669,Entire home/apt,155.0,95,40,t,4.0,1.0,2.0,4.89,f,5.043425116919247
796140492390252174,Centro Storico,43.7674123,11.2519059,Entire home/apt,140.0,162,64,,4.0,1.0,2.0,4.78,t,4.941642422609304
796168972221647458,Centro Storico,43.76476702454642,11.245233144844038,Entire home/apt,90.0,143,49,,2.0,1.0,1.0,4.73,t,4.499809670330265
796823504069256486,Centro Storico,43.78348,11.23288,Entire home/apt,122.0,66,30,f,4.0,2.0,2.0,4.64,t,4.804021044733257
796894248699938794,Centro Storico,43.7695601,11.2447621,Entire home/apt,225.0,28,4,f,4.0,2.0,3.0,4.96,f,5.41610040220442
796953204377489667,Campo di Marte,43.7712916,11.2818205,Entire home/apt,129.0,123,34,t,9.0,3.0,5.0,4.89,t,4.859812404361672
797138424177319726,Centro Storico,43.76557033421743,11.244659057672116,Entire home/apt,155.0,49,11,t,6.0,2.0,4.0,4.94,f,5.043425116919247
797574714910192167,Centro Storico,43.76679821695591,11.250203177332878,Entire home/apt,157.0,144,34,f,2.0,1.0,1.0,4.85,t,5.056245805348308
797674764230081774,Centro Storico,43.76785990845438,11.249291896820068,Entire home/apt,161.0,66,7,f,4.0,1.0,2.0,4.94,t,5.081404364984463
797787865804820322,Rifredi,43.7848162,11.25139235396728,Entire home/apt,92.0,26,4,t,4.0,1.0,2.0,4.85,t,4.5217885770490405
798365565222615155,Campo di Marte,43.7665401,11.279634,Private room,100.0,17,0,f,2.0,1.0,1.0,4.82,f,4.605170185988092
798986738032230479,Isolotto Legnaia,43.7724647,11.2383099,Entire home/apt,800.0,66,14,t,8.0,2.0,4.0,4.79,t,6.684611727667927
799045177395294198,Rifredi,43.78592,11.25115,Entire home/apt,244.0,65,18,t,8.0,4.0,4.0,4.88,f,5.497168225293202
799079503431036817,Campo di Marte,43.773627,11.288231,Entire home/apt,50.0,0,0,f,2.0,1.0,1.0,,f,3.912023005428146
799128185040067648,Centro Storico,43.7809041,11.237082,Entire home/apt,90.0,91,18,t,4.0,1.0,2.0,4.84,t,4.499809670330265
799801615644720494,Campo di Marte,43.76601,11.28489,Entire home/apt,124.0,20,3,f,4.0,2.0,2.0,4.75,t,4.820281565605037
799966573534752895,Centro Storico,43.78030049149187,11.24432465396727,Entire home/apt,140.0,73,18,t,8.0,4.0,8.0,4.77,t,4.941642422609304
800524893697940378,Gavinana Galluzzo,43.74911859744947,11.294787460296618,Entire home/apt,986.0,11,2,f,5.0,2.0,3.0,4.18,t,6.893656354602635
800572002101785820,Centro Storico,43.7759963,11.2452408,Entire home/apt,114.0,35,11,f,4.0,1.0,3.0,4.57,f,4.736198448394496
801906413515240232,Centro Storico,43.7713398,11.2552536,Entire home/apt,231.0,104,40,,4.0,1.0,2.0,4.78,t,5.442417710521793
801987035253081935,Centro Storico,43.77147,11.25722,Entire home/apt,826.0,7,3,f,9.0,5.0,5.0,4.14,t,6.716594773520978
802093003664033795,Centro Storico,43.78262,11.23981,Entire home/apt,103.0,196,57,t,2.0,1.0,2.0,4.93,f,4.634728988229636
802157934536557852,Centro Storico,43.7688287,11.2546284,Entire home/apt,119.0,89,35,f,2.0,1.0,1.0,4.74,t,4.77912349311153
802656228554661107,Centro Storico,43.76863,11.26215,Entire home/apt,398.0,27,0,f,8.0,3.0,4.0,4.67,t,5.986452005284438
802893386306963977,Centro Storico,43.77963757093677,11.256519175253327,Entire home/apt,62.0,75,32,f,2.0,1.0,1.0,4.64,t,4.127134385045092
802973102686671824,Centro Storico,43.7716618,11.246662,Entire home/apt,160.0,37,10,f,4.0,1.0,1.0,4.68,t,5.075173815233827
803591039450496838,Rifredi,43.79192355758283,11.237193071163931,Entire home/apt,121.0,17,8,f,2.0,1.0,1.0,4.41,t,4.795790545596741
804215125710139386,Centro Storico,43.7755978,11.2522313,Entire home/apt,140.0,3,3,f,4.0,1.0,2.0,5.0,t,4.941642422609304
804281588053270198,Centro Storico,43.76997130637358,11.259500797398346,Entire home/apt,180.0,69,16,f,2.0,1.0,1.0,4.8,t,5.19295685089021
804760060584028381,Rifredi,43.79624,11.24052,Entire home/apt,162.0,37,7,t,8.0,4.0,4.0,4.78,t,5.087596335232384
805594509313363044,Centro Storico,43.76965577952323,11.24416291720371,Entire home/apt,112.0,86,19,t,4.0,1.0,1.0,4.81,f,4.718498871295094
805799110781977291,Centro Storico,43.7784744,11.252346,Entire home/apt,132.0,79,20,t,4.0,1.0,2.0,4.87,f,4.882801922586371
806294643307477792,Centro Storico,43.77494779851713,11.257230256272926,Entire home/apt,166.0,42,11,f,4.0,1.0,2.0,4.64,t,5.111987788356544
806366784883295920,Centro Storico,43.7686065,11.2410774,Entire home/apt,266.0,84,32,t,6.0,2.0,3.0,4.9,f,5.583496308781699
806482648481821634,Centro Storico,43.7750189,11.252793,Entire home/apt,131.0,126,20,,2.0,1.0,1.0,4.53,t,4.875197323201151
807244649034294264,Centro Storico,43.76907,11.24044,Entire home/apt,75.0,109,27,f,2.0,1.0,1.0,4.61,t,4.31748811353631
807684786739239615,Campo di Marte,43.7985599,11.263548,Entire home/apt,450.0,0,0,f,4.0,2.0,3.0,,f,6.1092475827643655
807709656226954401,Campo di Marte,43.77768539553135,11.294241434272005,Entire home/apt,132.0,13,0,f,4.0,1.0,2.0,4.92,f,4.882801922586371
807807142965443272,Centro Storico,43.7698604,11.2547774,Entire home/apt,167.0,15,5,t,4.0,1.0,2.0,4.6,t,5.117993812416755
807809499314921500,Centro Storico,43.77059,11.25566,Entire home/apt,162.0,51,28,t,4.0,1.0,2.0,4.76,t,5.087596335232384
808375649441851407,Rifredi,43.78821120023461,11.246531401103688,Entire home/apt,615.0,12,2,t,6.0,2.0,3.0,4.67,t,6.421622267806518
808586578539494824,Centro Storico,43.7693,11.2628,Entire home/apt,220.0,1,0,f,5.0,2.0,5.0,5.0,f,5.393627546352362
809047095704315698,Centro Storico,43.773970127699215,11.243432375254834,Entire home/apt,130.0,170,52,t,4.0,1.0,2.0,4.89,t,4.867534450455582
809178469545026903,Centro Storico,43.77426,11.25993,Entire home/apt,170.0,61,23,t,4.0,2.0,4.0,4.9,t,5.135798437050262
809217293282469979,Centro Storico,43.76743165242075,11.262075598206168,Entire home/apt,153.0,131,42,,4.0,1.0,2.0,4.85,t,5.030437921392435
810056143592705282,Rifredi,43.79809418779036,11.21252388095093,Entire home/apt,79.0,127,36,t,3.0,1.0,2.0,4.97,t,4.3694478524670215
810622751287510514,Rifredi,43.78905,11.22538,Entire home/apt,185.0,35,18,t,5.0,3.0,3.0,4.83,f,5.220355825078324
810740294984696934,Centro Storico,43.77254022328353,11.264970025848942,Entire home/apt,270.0,56,17,f,6.0,3.0,3.0,4.79,t,5.598421958998375
811453803592820825,Centro Storico,43.76662057361303,11.254921320237727,Entire home/apt,200.0,24,4,f,5.0,1.0,3.0,4.21,t,5.298317366548036
811483782852560376,Isolotto Legnaia,43.7727232,11.2312509,Entire home/apt,114.0,171,65,,4.0,1.0,2.0,4.9,t,4.736198448394496
811687317357816426,Centro Storico,43.7695859,11.2654532,Entire home/apt,384.0,37,2,f,11.0,3.0,3.0,4.7,t,5.950642552587727
812052927893530902,Centro Storico,43.7737,11.24168,Entire home/apt,160.0,137,47,f,4.0,2.0,3.0,4.82,t,5.075173815233827
812104990017649183,Centro Storico,43.782522,11.2594333,Entire home/apt,328.0,19,4,t,4.0,2.0,2.0,4.89,t,5.793013608384144
812177136130644107,Gavinana Galluzzo,43.75730589894819,11.297730480426017,Entire home/apt,186.0,86,7,t,6.0,2.0,4.0,4.92,f,5.225746673713202
812221992482250386,Centro Storico,43.77624,11.25303,Entire home/apt,208.0,35,6,f,6.0,2.0,3.0,4.63,t,5.337538079701318
812394828472917308,Centro Storico,43.77964196702898,11.244843969311518,Entire home/apt,250.0,77,10,f,6.0,3.0,3.0,4.68,t,5.521460917862246
813014892693486030,Centro Storico,43.77246,11.26228,Entire home/apt,133.0,114,31,t,2.0,1.0,1.0,4.56,t,4.890349128221754
813124918187810318,Centro Storico,43.7701018,11.2656087,Entire home/apt,122.0,103,59,t,5.0,1.0,3.0,4.95,t,4.804021044733257
813661997448757341,Centro Storico,43.77105991500095,11.248439960181711,Entire home/apt,906.0,46,11,t,7.0,3.0,8.0,4.93,t,6.80903930604298
814242347265402734,Campo di Marte,43.77484246795655,11.289948682556169,Entire home/apt,114.0,21,5,t,5.0,2.0,3.0,4.62,t,4.736198448394496
814245817880141273,Centro Storico,43.76735731511519,11.252923718161655,Entire home/apt,179.0,156,61,t,4.0,1.0,2.0,4.88,t,5.187385805840755
814247362011330390,Centro Storico,43.77599571947256,11.245182615344254,Private room,200.0,1,0,f,3.0,2.0,2.0,5.0,t,5.298317366548036
814395901760763753,Centro Storico,43.76175,11.24269,Entire home/apt,131.0,38,10,t,4.0,1.0,2.0,4.97,t,4.875197323201151
814559974928800935,Centro Storico,43.7754031026283,11.246631701991287,Entire home/apt,120.0,24,5,t,4.0,1.0,4.0,4.75,t,4.787491742782046
815649096309841665,Centro Storico,43.77993,11.25351,Entire home/apt,153.0,156,20,,4.0,1.0,2.0,4.96,f,5.030437921392435
815694600675994076,Centro Storico,43.7696484273599,11.246853098273276,Entire home/apt,950.0,35,13,t,6.0,3.0,3.0,5.0,t,6.856461984594587
816008028036505575,Centro Storico,43.7590779,11.2398488,Entire home/apt,130.0,32,12,t,2.0,1.0,1.0,5.0,f,4.867534450455582
816080804867238282,Centro Storico,43.77023713016442,11.254738903650049,Entire home/apt,151.0,20,7,t,2.0,1.0,1.0,4.65,t,5.017279836814924
816325165664448040,Centro Storico,43.772376,11.2543546,Private room,183.0,9,6,,4.0,1.0,2.0,5.0,t,5.209486152841421
816560897915414557,Centro Storico,43.77277778792356,11.255379190205598,Private room,183.0,51,9,,3.0,1.0,2.0,4.75,t,5.209486152841421
816633206875331591,Centro Storico,43.770824,11.2504531,Entire home/apt,143.0,120,30,t,4.0,1.0,2.0,4.85,t,4.962844630259907
817136859696798329,Centro Storico,43.7731217543114,11.253175606830512,Private room,153.0,35,6,,2.0,1.0,1.0,4.8,t,5.030437921392435
817842690657732248,Centro Storico,43.78168,11.23776,Entire home/apt,150.0,26,1,f,4.0,1.0,2.0,4.73,t,5.0106352940962555
817900678749973984,Centro Storico,43.7814,11.25592,Entire home/apt,287.0,0,0,f,4.0,1.0,2.0,,t,5.659482215759621
817919477716933628,Centro Storico,43.78077,11.25526,Entire home/apt,400.0,0,0,f,6.0,2.0,3.0,,t,5.991464547107982
817981700953655105,Centro Storico,43.779779,11.2558404,Entire home/apt,113.0,27,1,f,7.0,3.0,3.0,4.48,t,4.727387818712341
817989528532807844,Centro Storico,43.779779,11.2558404,Entire home/apt,95.0,20,8,f,4.0,1.0,1.0,4.55,t,4.553876891600541
817993608062833387,Centro Storico,43.779779,11.2558404,Entire home/apt,187.0,5,0,f,11.0,4.0,4.0,5.0,t,5.231108616854587
818159750505852362,Centro Storico,43.78194317135473,11.254970416861177,Entire home/apt,328.0,0,0,f,4.0,1.0,2.0,,t,5.793013608384144
818166938206511407,Centro Storico,43.78056903488905,11.256409799738488,Entire home/apt,328.0,1,1,f,4.0,1.0,2.0,5.0,t,5.793013608384144
818172979940138019,Centro Storico,43.78056,11.25712,Entire home/apt,325.0,0,0,f,4.0,1.0,2.0,,t,5.783825182329737
818179144895646964,Centro Storico,43.78224194305104,11.256379457498586,Entire home/apt,325.0,0,0,f,4.0,1.0,2.0,,t,5.783825182329737
818595995346985924,Centro Storico,43.77961944933308,11.254983126574324,Entire home/apt,368.0,4,0,f,5.0,2.0,3.0,4.25,t,5.908082938168931
818633226653024285,Centro Storico,43.774755,11.24684,Entire home/apt,188.0,115,67,t,6.0,1.0,3.0,4.75,t,5.236441962829949
818754285953130538,Isolotto Legnaia,43.774100188105145,11.2193954696809,Entire home/apt,68.0,66,16,t,4.0,1.0,2.0,4.85,t,4.219507705176107
819440512180813136,Centro Storico,43.78165,11.26009,Entire home/apt,86.0,95,21,,4.0,1.0,2.0,4.46,t,4.454347296253507
820156559996672344,Centro Storico,43.77426,11.25412,Entire home/apt,188.0,1,1,,3.0,1.0,1.0,5.0,t,5.236441962829949
820361533159580645,Isolotto Legnaia,43.76888,11.21873,Entire home/apt,77.0,48,15,t,4.0,2.0,2.0,5.0,f,4.343805421853684
820738522113679642,Centro Storico,43.77215010558437,11.26574993133545,Entire home/apt,181.0,8,1,,6.0,2.0,3.0,4.38,t,5.198497031265826
820791165446066155,Centro Storico,43.7715639,11.2471875,Entire home/apt,212.0,72,6,,4.0,2.0,3.0,4.68,t,5.356586274672012
820901186318356522,Rifredi,43.79141087787089,11.25022598429732,Entire home/apt,108.0,44,17,t,4.0,1.0,2.0,4.7,t,4.68213122712422
820936814132959658,Centro Storico,43.77040876384345,11.240711160713213,Entire home/apt,106.0,120,39,t,2.0,1.0,1.0,4.91,f,4.663439094112067
821006505050825069,Centro Storico,43.77249,11.25122,Entire home/apt,939.0,16,6,f,6.0,3.0,3.0,5.0,f,6.844815479208263
821486750239680927,Centro Storico,43.77079,11.25356,Entire home/apt,260.0,100,49,t,4.0,2.0,3.0,4.95,t,5.560681631015528
821540834546033753,Centro Storico,43.76137384359293,11.243601963297383,Entire home/apt,442.0,24,2,t,8.0,4.0,4.0,4.79,t,6.091309882077698
821574270867568972,Rifredi,43.78691346529557,11.253633353967292,Private room,81.0,85,25,f,2.0,1.0,2.0,4.79,f,4.394449154672439
822394802748109049,Centro Storico,43.77702669834623,11.261703903687646,Entire home/apt,116.0,95,19,f,4.0,1.0,2.0,4.68,t,4.7535901911063645
822534951562774957,Centro Storico,43.77247477705637,11.25444311289748,Entire home/apt,673.0,13,3,,9.0,3.0,5.0,4.77,t,6.511745329644728
822896102735230312,Isolotto Legnaia,43.7738,11.22215,Private room,500.0,0,0,f,2.0,1.0,1.0,,f,6.214608098422191
822947554479724708,Centro Storico,43.772102,11.26222,Entire home/apt,136.0,73,28,t,2.0,1.0,2.0,4.78,t,4.912654885736052
823082391591191036,Centro Storico,43.77142018947428,11.247159339616122,Entire home/apt,175.0,5,0,,4.0,1.0,2.0,4.6,t,5.1647859739235145
823291389204379863,Centro Storico,43.7667133,11.2464933,Entire home/apt,198.0,67,17,t,4.0,2.0,2.0,4.96,f,5.288267030694535
823820251108072899,Campo di Marte,43.76991,11.27893,Entire home/apt,171.0,1,0,f,4.0,2.0,3.0,1.0,t,5.14166355650266
823831971598569529,Centro Storico,43.77227068510454,11.257990229601123,Entire home/apt,975.0,0,0,f,3.0,1.0,1.0,,t,6.882437470997847
823833142467588417,Centro Storico,43.7704,11.25775,Entire home/apt,1117.0,5,2,f,3.0,1.0,1.0,5.0,t,7.018401799069201
823833719763393651,Centro Storico,43.77206,11.2566,Entire home/apt,1805.0,0,0,f,4.0,2.0,2.0,,t,7.498315870766981
823856786691591349,Centro Storico,43.7659785,11.2470783,Entire home/apt,168.0,119,41,t,2.0,1.0,1.0,4.82,f,5.123963979403259
823869469442738523,Isolotto Legnaia,43.77164,11.22403,Entire home/apt,67.0,149,40,t,4.0,1.0,2.0,4.88,t,4.204692619390966
824491909061571177,Campo di Marte,43.78165134233177,11.274296902778424,Entire home/apt,80.0,42,18,t,2.0,1.0,2.0,4.93,f,4.382026634673881
824538931617917651,Campo di Marte,43.76819,11.2805,Entire home/apt,144.0,92,51,t,4.0,1.0,4.0,4.97,f,4.969813299576001
825295677630783865,Centro Storico,43.75963,11.24068,Entire home/apt,200.0,56,26,t,4.0,2.0,3.0,5.0,t,5.298317366548036
825786661313306418,Centro Storico,43.77445,11.24558,Entire home/apt,260.0,160,55,t,4.0,2.0,2.0,4.96,f,5.560681631015528
825843314845228042,Centro Storico,43.77858314359696,11.252124169311523,Entire home/apt,85.0,71,24,,2.0,1.0,1.0,4.82,t,4.442651256490317
825863004150510646,Centro Storico,43.76583209809605,11.245661458292432,Entire home/apt,166.0,94,49,f,6.0,2.0,3.0,4.65,t,5.111987788356544
