id,neighbourhood,latitude,longitude,room_type,price,number_of_reviews,number_of_reviews_ltm,host_is_superhost,accommodates,bedrooms,beds,review_scores_rating,instant_bookable,log_price
11653935,Centro Storico,43.77659,11.24569,Private room,92.0,356,25,f,3.0,1.0,2.0,4.61,t,4.5217885770490405
11655620,Centro Storico,43.77236,11.2496,Entire home/apt,230.0,438,46,t,4.0,1.0,2.0,4.95,t,5.438079308923196
11668533,Centro Storico,43.76606,11.25592,Entire home/apt,222.0,30,0,t,2.0,1.0,1.0,4.97,t,5.402677381872279
11674553,Rifredi,43.80606,11.25319,Entire home/apt,189.0,170,10,t,3.0,2.0,2.0,4.92,t,5.241747015059643
11684780,Centro Storico,43.771503,11.256344,Entire home/apt,195.0,662,79,t,4.0,1.0,1.0,4.79,t,5.272999558563747
11690961,Gavinana Galluzzo,43.74767,11.25913,Entire home/apt,1305.0,64,2,f,15.0,8.0,14.0,4.92,f,7.173958319756794
11691059,Gavinana Galluzzo,43.75,11.2271,Private room,113.0,266,27,t,4.0,1.0,2.0,4.83,t,4.727387818712341
11696290,Centro Storico,43.77406,11.25147,Entire home/apt,116.0,673,79,f,4.0,1.0,2.0,4.91,t,4.7535901911063645
11704111,Centro Storico,43.773685455322266,11.257018089294434,Entire home/apt,190.0,36,1,t,2.0,1.0,2.0,4.94,f,5.247024072160486
11715703,Centro Storico,43.77711,11.24953,Entire home/apt,162.0,102,12,t,3.0,1.0,1.0,4.78,f,5.087596335232384
11715943,Centro Storico,43.77639,11.24626,Private room,59.0,325,5,f,2.0,1.0,1.0,4.5,t,4.07753744390572
11734162,Centro Storico,43.77195,11.26397,Entire home/apt,118.0,548,52,f,3.0,1.0,2.0,4.74,t,4.770684624465665
11735212,Centro Storico,43.77517,11.24566,Private room,72.0,344,41,f,2.0,1.0,1.0,4.57,t,4.276666119016055
11753866,Campo di Marte,43.77397,11.29116,Private room,250.0,0,0,f,2.0,1.0,1.0,,f,5.521460917862246
11769077,Centro Storico,43.77321243286133,11.264188766479492,Entire home/apt,138.0,224,23,t,4.0,1.0,2.0,4.98,f,4.927253685157205
11786013,Campo di Marte,43.81826,11.28365,Entire home/apt,375.0,167,7,t,12.0,5.0,10.0,4.83,t,5.926926025970411
11786343,Centro Storico,43.779579,11.256896,Entire home/apt,201.0,173,3,f,5.0,2.0,3.0,4.88,t,5.303304908059076
11796574,Centro Storico,43.77052,11.26026,Entire home/apt,268.0,4,0,f,6.0,2.0,4.0,4.25,t,5.5909869805108565
11808871,Centro Storico,43.76966,11.25299,Entire home/apt,288.0,155,4,f,9.0,2.0,7.0,4.64,t,5.662960480135946
11814714,Centro Storico,43.7749,11.26761,Entire home/apt,186.0,334,41,t,4.0,2.0,2.0,4.93,f,5.225746673713202
11818678,Centro Storico,43.77469,11.25696,Entire home/apt,126.0,628,60,t,4.0,0.0,3.0,4.74,f,4.836281906951478
11845254,Campo di Marte,43.76939,11.27667,Entire home/apt,162.0,184,6,t,6.0,2.0,3.0,4.61,f,5.087596335232384
11877985,Centro Storico,43.77127,11.25072,Entire home/apt,207.0,62,3,,4.0,2.0,2.0,4.85,f,5.332718793265369
11878874,Centro Storico,43.76934,11.24573,Entire home/apt,144.0,141,14,t,5.0,1.0,6.0,4.97,t,4.969813299576001
11885214,Centro Storico,43.76899,11.2577,Entire home/apt,164.0,50,19,,6.0,2.0,7.0,4.62,t,5.099866427824199
11885847,Centro Storico,43.76815,11.26094,Entire home/apt,87.0,54,23,t,3.0,1.0,2.0,4.87,f,4.465908118654584
11903967,Centro Storico,43.76669,11.24861,Entire home/apt,306.0,19,7,t,4.0,2.0,3.0,4.79,f,5.723585101952381
11911305,Centro Storico,43.76798,11.26018,Entire home/apt,286.0,243,20,t,4.0,2.0,2.0,4.92,t,5.655991810819852
11925703,Centro Storico,43.76425,11.26151,Entire home/apt,176.0,46,13,t,5.0,2.0,3.0,4.78,t,5.170483995038151
11934663,Centro Storico,43.77436,11.25754,Entire home/apt,157.0,394,39,t,2.0,1.0,1.0,4.63,t,5.056245805348308
11949137,Centro Storico,43.77026,11.24475,Entire home/apt,117.0,780,66,t,5.0,1.0,3.0,4.97,f,4.762173934797756
11952833,Centro Storico,43.78120040893555,11.252555847167969,Entire home/apt,197.0,14,0,f,2.0,1.0,2.0,4.71,f,5.2832037287379885
11954048,Centro Storico,43.77024,11.26285,Entire home/apt,213.0,420,43,t,6.0,2.0,3.0,4.76,t,5.3612921657094255
11955238,Centro Storico,43.77495,11.2571,Entire home/apt,161.0,367,61,t,5.0,2.0,5.0,4.89,f,5.081404364984463
11955889,Centro Storico,43.76753,11.24933,Entire home/apt,850.0,49,0,f,5.0,2.0,4.0,4.59,t,6.745236349484363
11963193,Rifredi,43.79573,11.21178,Private room,51.0,475,63,t,2.0,1.0,1.0,4.81,t,3.9318256327243257
11967263,Centro Storico,43.76452,11.25938,Entire home/apt,442.0,243,20,t,6.0,3.0,4.0,4.98,f,6.091309882077698
11980206,Centro Storico,43.76707458496094,11.249732971191406,Entire home/apt,126.0,14,1,f,4.0,2.0,2.0,4.5,f,4.836281906951478
12004452,Centro Storico,43.76973,11.24325,Entire home/apt,149.0,34,0,t,2.0,1.0,1.0,4.82,f,5.003946305945459
12006850,Centro Storico,43.78059,11.25669,Entire home/apt,99.0,360,46,t,2.0,1.0,1.0,4.81,t,4.59511985013459
12029831,Centro Storico,43.77361,11.26513,Entire home/apt,200.0,253,3,f,4.0,1.0,1.0,4.22,t,5.298317366548036
12031975,Gavinana Galluzzo,43.75187,11.22531,Hotel room,90.0,249,20,t,2.0,1.0,2.0,4.75,t,4.499809670330265
12043807,Centro Storico,43.76718,11.25207,Entire home/apt,189.0,438,46,t,2.0,1.0,1.0,4.81,t,5.241747015059643
12048934,Centro Storico,43.76968,11.2527,Entire home/apt,132.0,214,36,t,2.0,1.0,1.0,4.94,t,4.882801922586371
12051960,Centro Storico,43.772579,11.254324,Entire home/apt,333.0,344,52,t,5.0,2.0,3.0,4.91,f,5.808142489980444
12054781,Rifredi,43.79565,11.21176,Private room,56.0,420,80,t,2.0,1.0,1.0,4.86,f,4.02535169073515
12059551,Centro Storico,43.77152,11.25107,Entire home/apt,46.0,131,0,f,2.0,0.0,1.0,4.89,f,3.828641396489095
12083892,Centro Storico,43.77254,11.26984,Entire home/apt,219.0,235,34,t,4.0,2.0,3.0,4.95,t,5.389071729816501
12087474,Centro Storico,43.77713,11.26192,Entire home/apt,114.0,475,51,t,3.0,1.0,2.0,4.85,t,4.736198448394496
12090166,Centro Storico,43.77238,11.26484,Private room,79.0,241,3,f,2.0,1.0,1.0,4.35,f,4.3694478524670215
12093364,Centro Storico,43.777603,11.254958,Entire home/apt,89.0,163,16,t,2.0,1.0,1.0,4.61,f,4.48863636973214
12103144,Centro Storico,43.76522,11.25705,Entire home/apt,364.0,0,0,f,6.0,2.0,4.0,,f,5.8971538676367405
12144696,Centro Storico,43.78494,11.23005,Private room,59.0,549,77,f,3.0,1.0,2.0,4.73,t,4.07753744390572
12168256,Centro Storico,43.7694,11.26158,Entire home/apt,83.0,507,64,t,2.0,1.0,0.0,4.8,f,4.418840607796598
12178597,Centro Storico,43.77046,11.25466,Entire home/apt,175.0,274,18,t,2.0,1.0,1.0,4.91,t,5.1647859739235145
12213035,Centro Storico,43.78038,11.25657,Entire home/apt,222.0,80,1,f,4.0,1.0,2.0,4.82,t,5.402677381872279
12240940,Centro Storico,43.77508,11.25114,Entire home/apt,84.0,333,33,f,2.0,1.0,1.0,4.6,f,4.430816798843313
12249048,Rifredi,43.80856,11.22896,Entire home/apt,54.0,130,8,t,5.0,1.0,2.0,4.87,t,3.9889840465642745
12264638,Centro Storico,43.77245,11.25569,Entire home/apt,233.0,465,61,t,4.0,2.0,3.0,4.91,t,5.4510384535657
12279755,Centro Storico,43.77638,11.25414,Entire home/apt,117.0,154,14,f,3.0,1.0,2.0,4.45,t,4.762173934797756
12281313,Centro Storico,43.77767181396485,11.251026153564451,Entire home/apt,136.0,56,21,t,2.0,1.0,2.0,4.79,t,4.912654885736052
12281329,Centro Storico,43.77767181396485,11.251026153564451,Entire home/apt,164.0,149,18,t,2.0,1.0,1.0,4.7,t,5.099866427824199
12285692,Centro Storico,43.76927,11.26175,Private room,123.0,79,27,,4.0,1.0,3.0,4.65,t,4.812184355372417
12287091,Centro Storico,43.76967,11.26203,Private room,116.0,100,24,,3.0,1.0,2.0,4.51,t,4.7535901911063645
12287381,Centro Storico,43.76944,11.26216,Private room,109.0,19,7,,3.0,1.0,2.0,4.47,t,4.6913478822291435
12287565,Centro Storico,43.76952,11.26213,Private room,112.0,197,8,,2.0,1.0,1.0,4.42,t,4.718498871295094
12299075,Centro Storico,43.7879,11.23047,Private room,36.0,24,0,f,4.0,2.0,2.0,4.67,f,3.58351893845611
12299936,Centro Storico,43.77544,11.25627,Entire home/apt,113.0,343,35,t,2.0,1.0,1.0,4.59,t,4.727387818712341
12300761,Centro Storico,43.76605,11.24691,Entire home/apt,124.0,223,29,f,4.0,1.0,1.0,4.59,t,4.820281565605037
12304072,Centro Storico,43.77044,11.26077,Entire home/apt,165.0,173,12,t,4.0,2.0,2.0,4.98,t,5.10594547390058
12328868,Centro Storico,43.78495,11.22979,Private room,59.0,561,53,f,2.0,1.0,1.0,4.73,t,4.07753744390572
12332371,Gavinana Galluzzo,43.76316,11.2922,Private room,60.0,122,22,t,2.0,2.0,1.0,4.93,f,4.0943445622221
12334883,Centro Storico,43.77604,11.25893,Entire home/apt,148.0,3,0,t,4.0,1.0,2.0,5.0,t,4.997212273764115
12339379,Centro Storico,43.77596,11.25655,Entire home/apt,486.0,98,10,t,8.0,4.0,4.0,4.73,f,6.186208623900494
12342725,Centro Storico,43.76969,11.26074,Private room,214.0,8,0,f,1.0,1.0,1.0,5.0,f,5.365976015021851
12350267,Centro Storico,43.77638,11.25346,Entire home/apt,164.0,254,36,t,4.0,2.0,4.0,4.82,f,5.099866427824199
12353379,Centro Storico,43.77698,11.23919,Entire home/apt,204.0,278,40,t,5.0,3.0,3.0,4.85,f,5.318119993844216
12356621,Campo di Marte,43.76917,11.2724,Private room,94.0,386,37,t,2.0,1.0,1.0,4.86,t,4.543294782270004
12360247,Centro Storico,43.77979,11.25584,Entire home/apt,110.0,60,7,f,4.0,1.0,2.0,4.47,t,4.700480365792417
12421240,Campo di Marte,43.77745,11.29207,Entire home/apt,97.0,60,13,t,4.0,1.0,2.0,4.88,t,4.574710978503383
12428670,Centro Storico,43.78195,11.24405,Entire home/apt,79.0,453,42,t,2.0,1.0,1.0,4.79,t,4.3694478524670215
12439386,Centro Storico,43.770924,11.264347,Entire home/apt,150.0,45,4,f,4.0,2.0,5.0,4.82,t,5.0106352940962555
12442882,Centro Storico,43.77256,11.26438,Private room,85.0,381,48,t,2.0,1.0,1.0,4.69,t,4.442651256490317
12445479,Centro Storico,43.76328,11.26821,Entire home/apt,140.0,0,0,f,4.0,1.0,1.0,,f,4.941642422609304
12459902,Isolotto Legnaia,43.76787,11.19127,Private room,50.0,9,0,f,2.0,1.0,1.0,4.44,f,3.912023005428146
12477697,Centro Storico,43.76884,11.24888,Entire home/apt,554.0,128,16,f,16.0,5.0,10.0,4.76,t,6.317164686747284
12483465,Centro Storico,43.76703,11.24625,Entire home/apt,105.0,419,48,t,4.0,2.0,2.0,4.95,f,4.653960350157523
12508409,Centro Storico,43.780669560285375,11.240466084912146,Entire home/apt,143.0,56,16,t,4.0,2.0,2.0,4.68,t,4.962844630259907
12513612,Centro Storico,43.76788,11.25157,Private room,93.0,322,41,t,3.0,1.0,1.0,4.94,t,4.532599493153256
12513715,Centro Storico,43.76763916015625,11.252424240112305,Private room,124.0,120,43,t,2.0,1.0,1.0,4.93,t,4.820281565605037
12528363,Campo di Marte,43.76998,11.27577,Entire home/apt,107.0,68,28,t,2.0,1.0,1.0,4.9,f,4.672828834461906
12530608,Centro Storico,43.7862,11.23,Private room,59.0,530,64,f,2.0,1.0,1.0,4.65,t,4.07753744390572
12533625,Centro Storico,43.78081,11.24367,Private room,87.0,113,1,f,2.0,1.0,1.0,4.69,t,4.465908118654584
12534456,Centro Storico,43.78081,11.24333,Private room,79.0,75,30,f,2.0,1.0,1.0,4.69,t,4.3694478524670215
12536481,Centro Storico,43.77203,11.25972,Entire home/apt,254.0,4,0,f,2.0,1.0,1.0,4.75,f,5.537334267018537
12574498,Centro Storico,43.77261,11.26474,Entire home/apt,112.0,377,36,t,2.0,0.0,1.0,4.75,f,4.718498871295094
12575185,Centro Storico,43.76555,11.24443,Entire home/apt,111.0,27,8,t,4.0,1.0,2.0,4.96,f,4.709530201312334
12581530,Centro Storico,43.76706,11.24474,Entire home/apt,140.0,480,84,t,2.0,1.0,1.0,4.9,t,4.941642422609304
12638958,Centro Storico,43.76888,11.25716,Entire home/apt,161.0,582,58,t,2.0,1.0,1.0,4.92,t,5.081404364984463
12695931,Centro Storico,43.7807,11.24196,Entire home/apt,122.0,528,41,t,2.0,0.0,1.0,4.92,t,4.804021044733257
12724277,Centro Storico,43.7706,11.25564,Entire home/apt,205.0,627,73,,5.0,2.0,2.0,4.99,f,5.3230099791384085
12794353,Campo di Marte,43.76911,11.27253,Private room,94.0,362,35,t,2.0,2.0,1.0,4.87,t,4.543294782270004
12806533,Centro Storico,43.76865,11.25406,Entire home/apt,167.0,39,0,t,3.0,1.0,1.0,4.72,f,5.117993812416755
12825196,Centro Storico,43.78235,11.24307,Private room,90.0,104,20,f,2.0,1.0,2.0,4.82,t,4.499809670330265
12828859,Campo di Marte,43.79147,11.28694,Entire home/apt,150.0,299,13,,7.0,2.0,4.0,4.89,t,5.0106352940962555
12843608,Centro Storico,43.7676,11.25765,Entire home/apt,470.0,14,2,f,16.0,4.0,9.0,4.79,f,6.152732694704104
12860545,Centro Storico,43.77971,11.24992,Entire home/apt,158.0,65,8,f,9.0,2.0,3.0,4.88,f,5.062595033026967
12865380,Centro Storico,43.76845,11.24573,Entire home/apt,130.0,198,6,t,3.0,1.0,2.0,4.88,t,4.867534450455582
12871416,Rifredi,43.79697,11.21516,Entire home/apt,71.0,107,4,t,2.0,1.0,1.0,4.97,f,4.2626798770413155
12876700,Campo di Marte,43.78532,11.26712,Private room,35.0,247,64,f,2.0,1.0,2.0,4.5,t,3.5553480614894135
12882318,Centro Storico,43.76717,11.2496,Entire home/apt,92.0,50,8,f,3.0,1.0,2.0,4.2,t,4.5217885770490405
12908074,Centro Storico,43.76598,11.2452,Entire home/apt,61.0,51,0,t,4.0,1.0,1.0,4.67,f,4.110873864173311
12930288,Centro Storico,43.76652,11.25388,Entire home/apt,405.0,25,3,t,4.0,1.0,1.0,4.76,t,6.003887067106539
12937820,Centro Storico,43.783180236816406,11.22973918914795,Private room,62.0,326,52,t,2.0,1.0,1.0,4.75,t,4.127134385045092
12942259,Centro Storico,43.76633,11.25395,Entire home/apt,255.0,91,4,f,3.0,2.0,2.0,4.44,t,5.541263545158426
12947889,Centro Storico,43.76328,11.27001,Entire home/apt,105.0,109,13,t,4.0,1.0,1.0,4.82,f,4.653960350157523
12966059,Centro Storico,43.76941,11.25528,Entire home/apt,314.0,375,47,f,2.0,1.0,1.0,4.81,t,5.749392985908253
12992172,Campo di Marte,43.78089,11.28916,Entire home/apt,75.0,89,0,f,3.0,1.0,1.0,4.65,f,4.31748811353631
12997973,Centro Storico,43.76658,11.24884,Entire home/apt,374.0,193,3,f,7.0,3.0,4.0,4.61,t,5.924255797414532
13027954,Centro Storico,43.77212,11.25674,Entire home/apt,174.0,156,25,t,3.0,1.0,2.0,4.97,t,5.159055299214529
13038541,Centro Storico,43.77282,11.25239,Entire home/apt,226.0,152,10,t,4.0,2.0,3.0,4.8,t,5.420534999272286
13052119,Campo di Marte,43.78131,11.30991,Entire home/apt,202.0,8,0,f,4.0,2.0,2.0,4.63,f,5.308267697401205
13056780,Centro Storico,43.77327,11.25603,Entire home/apt,140.0,172,12,t,2.0,0.0,2.0,4.84,f,4.941642422609304
13062466,Campo di Marte,43.77782,11.26983,Entire home/apt,85.0,176,15,f,4.0,1.0,2.0,4.84,f,4.442651256490317
13071703,Centro Storico,43.77135,11.26574,Entire home/apt,120.0,489,68,t,4.0,1.0,2.0,4.93,t,4.787491742782046
13094159,Centro Storico,43.77182,11.25131,Entire home/apt,141.0,394,22,t,2.0,0.0,1.0,4.77,f,4.948759890378168
13095688,Centro Storico,43.773284912109375,11.264177322387695,Entire home/apt,114.0,176,8,t,4.0,1.0,2.0,4.98,f,4.736198448394496
13109541,Centro Storico,43.76684,11.26601,Entire home/apt,249.0,183,27,f,5.0,3.0,3.0,4.74,t,5.517452896464707
13119879,Centro Storico,43.77058792114258,11.24379539489746,Entire home/apt,225.0,240,7,f,2.0,0.0,1.0,4.47,t,5.41610040220442
13122378,Centro Storico,43.76968,11.26365,Entire home/apt,106.0,85,10,t,2.0,1.0,0.0,4.94,t,4.663439094112067
13125240,Gavinana Galluzzo,43.76229,11.27999,Entire home/apt,91.0,177,4,f,2.0,0.0,1.0,4.35,f,4.51085950651685
13125347,Centro Storico,43.77742371615609,11.252527991276102,Entire home/apt,125.0,204,19,f,4.0,1.0,2.0,4.82,f,4.8283137373023015
13125554,Centro Storico,43.76864,11.25324,Entire home/apt,171.0,185,44,t,2.0,1.0,1.0,4.93,f,5.14166355650266
13135000,Centro Storico,43.75959,11.23847,Private room,48.0,413,38,t,2.0,1.0,1.0,4.95,f,3.871201010907891
13140362,Centro Storico,43.76885,11.25551,Entire home/apt,248.0,138,3,t,4.0,2.0,3.0,4.82,f,5.5134287461649825
13142810,Centro Storico,43.76996,11.25323,Entire home/apt,143.0,290,51,t,4.0,1.0,2.0,4.73,t,4.962844630259907
13145673,Centro Storico,43.77626,11.25379,Entire home/apt,171.0,105,4,f,3.0,2.0,2.0,4.91,f,5.14166355650266
13151019,Centro Storico,43.76024,11.23814,Private room,48.0,170,40,t,2.0,1.0,1.0,4.97,f,3.871201010907891
13151184,Centro Storico,43.77415,11.25113,Entire home/apt,111.0,49,0,t,4.0,2.0,3.0,4.78,t,4.709530201312334
13153632,Centro Storico,43.76916,11.25913,Entire home/apt,518.0,315,31,f,9.0,4.0,6.0,4.64,t,6.249975242259483
13163293,Centro Storico,43.774773,11.259367,Entire home/apt,318.0,4,0,f,6.0,3.0,7.0,4.5,t,5.762051382780177
13166011,Centro Storico,43.7695777306522,11.251650229096413,Entire home/apt,151.0,300,38,,2.0,1.0,1.0,4.92,f,5.017279836814924
13166966,Centro Storico,43.77795,11.25283,Entire home/apt,123.0,480,38,t,3.0,1.0,2.0,4.39,t,4.812184355372417
13167633,Centro Storico,43.77225,11.24505,Entire home/apt,106.0,312,23,t,2.0,1.0,1.0,4.74,f,4.663439094112067
13178136,Centro Storico,43.78159332275391,11.237922668457031,Entire home/apt,93.0,158,13,t,2.0,1.0,1.0,4.86,f,4.532599493153256
13178169,Centro Storico,43.77169,11.25481,Entire home/apt,170.0,295,26,t,2.0,1.0,1.0,4.78,t,5.135798437050262
13181157,Centro Storico,43.76781,11.23988,Entire home/apt,102.0,45,14,f,4.0,1.0,2.0,4.84,t,4.624972813284271
13197867,Centro Storico,43.77,11.25638,Entire home/apt,319.0,157,21,t,4.0,0.0,3.0,4.88,f,5.765191102784844
13203341,Centro Storico,43.77362823486328,11.263673782348633,Entire home/apt,119.0,200,23,t,4.0,1.0,2.0,4.98,f,4.77912349311153
13205580,Centro Storico,43.77267,11.25368,Entire home/apt,266.0,792,94,t,6.0,2.0,4.0,4.99,f,5.583496308781699
13216042,Centro Storico,43.76009,11.24825,Entire home/apt,182.0,0,0,f,3.0,2.0,0.0,,f,5.204006687076795
13242607,Centro Storico,43.76667,11.24542,Entire home/apt,129.0,443,68,,2.0,1.0,1.0,4.74,t,4.859812404361672
13242918,Campo di Marte,43.7796,11.28865,Entire home/apt,85.0,6,0,f,3.0,1.0,1.0,4.83,f,4.442651256490317
13244108,Centro Storico,43.77106,11.26953,Entire home/apt,185.0,94,9,t,3.0,2.0,2.0,5.0,f,5.220355825078324
13245128,Centro Storico,43.77043,11.25997,Entire home/apt,123.0,141,12,f,2.0,1.0,1.0,4.79,t,4.812184355372417
13246821,Centro Storico,43.76769,11.24444,Entire home/apt,142.0,100,36,t,2.0,1.0,1.0,4.99,f,4.955827057601261
13256420,Centro Storico,43.7697196,11.2438108,Entire home/apt,64.0,180,57,t,4.0,1.0,2.0,4.83,f,4.1588830833596715
13258342,Centro Storico,43.77442,11.2545,Entire home/apt,131.0,153,42,f,4.0,1.0,1.0,4.88,t,4.875197323201151
13271462,Rifredi,43.82237,11.23201,Entire home/apt,32.0,0,0,f,3.0,2.0,3.0,,f,3.4657359027997265
13287753,Centro Storico,43.76489,11.24568,Entire home/apt,141.0,617,74,t,2.0,1.0,1.0,4.92,f,4.948759890378168
13290238,Rifredi,43.78994,11.22039,Entire home/apt,120.0,96,1,f,4.0,2.0,3.0,4.82,t,4.787491742782046
13303127,Centro Storico,43.77277,11.25178,Entire home/apt,138.0,303,16,f,2.0,1.0,1.0,4.6,t,4.927253685157205
13303471,Centro Storico,43.77681,11.256834,Entire home/apt,178.0,14,0,f,4.0,2.0,4.0,4.43,t,5.181783550292085
13327144,Centro Storico,43.77418,11.25929,Entire home/apt,136.0,36,10,f,4.0,2.0,3.0,4.69,t,4.912654885736052
13340340,Centro Storico,43.76606,11.25592,Entire home/apt,262.0,21,1,t,2.0,1.0,1.0,4.9,t,5.568344503761097
13342696,Centro Storico,43.77659,11.24583,Entire home/apt,222.0,487,66,t,6.0,2.0,2.0,4.91,t,5.402677381872279
13344783,Centro Storico,43.770161,11.26159,Entire home/apt,352.0,106,3,f,6.0,2.0,2.0,4.86,t,5.863631175598097
13355889,Centro Storico,43.76828,11.26783,Entire home/apt,216.0,18,0,f,6.0,1.0,3.0,5.0,t,5.375278407684165
13399843,Centro Storico,43.76759,11.25823,Entire home/apt,136.0,2,0,f,2.0,1.0,2.0,4.5,f,4.912654885736052
13402812,Centro Storico,43.78028,11.2564,Entire home/apt,206.0,242,39,t,8.0,2.0,4.0,4.88,t,5.327876168789581
13462668,Centro Storico,43.76747,11.25036,Entire home/apt,132.0,666,99,t,2.0,1.0,1.0,4.91,f,4.882801922586371
13462800,Centro Storico,43.7674,11.25666,Entire home/apt,128.0,351,4,f,2.0,1.0,1.0,4.67,t,4.852030263919617
13465160,Gavinana Galluzzo,43.751,11.2977,Entire home/apt,143.0,225,3,f,4.0,1.0,2.0,4.94,t,4.962844630259907
13491653,Centro Storico,43.77051,11.26138,Private room,76.0,32,7,f,3.0,1.0,2.0,4.63,f,4.330733340286331
13492176,Campo di Marte,43.76612091064453,11.281224250793455,Entire home/apt,230.0,126,12,f,6.0,2.0,5.0,4.86,t,5.438079308923196
13506594,Campo di Marte,43.7704799,11.2725858,Entire home/apt,76.0,198,40,t,4.0,1.0,2.0,4.86,f,4.330733340286331
13520117,Centro Storico,43.76551,11.23984,Entire home/apt,80.0,126,23,t,6.0,2.0,3.0,4.78,f,4.382026634673881
13554342,Centro Storico,43.7786,11.25488,Entire home/apt,114.0,306,48,t,3.0,1.0,1.0,4.93,t,4.736198448394496
13571307,Centro Storico,43.770914,11.259657,Entire home/apt,356.0,63,0,f,2.0,1.0,1.0,4.89,t,5.87493073085203
13576907,Centro Storico,43.76597,11.24536,Entire home/apt,170.0,36,16,t,4.0,1.0,2.0,4.81,t,5.135798437050262
13585484,Centro Storico,43.77377,11.25139,Entire home/apt,235.0,154,10,f,13.0,4.0,7.0,4.72,f,5.459585514144159
13586198,Centro Storico,43.77208,11.25664,Private room,99.0,244,2,f,2.0,1.0,1.0,4.56,f,4.59511985013459
13594685,Centro Storico,43.76658,11.25269,Entire home/apt,126.0,2,0,f,8.0,4.0,4.0,4.5,f,4.836281906951478
13598998,Centro Storico,43.7721,11.27042,Entire home/apt,120.0,18,0,f,2.0,1.0,2.0,4.67,f,4.787491742782046
13599661,Centro Storico,43.77041,11.25641,Entire home/apt,108.0,245,4,f,3.0,1.0,2.0,4.68,f,4.68213122712422
13612701,Gavinana Galluzzo,43.76396,11.27376,Entire home/apt,89.0,32,0,f,2.0,1.0,1.0,4.25,t,4.48863636973214
13614605,Isolotto Legnaia,43.77375038809639,11.233029998838902,Entire home/apt,133.0,261,32,t,4.0,1.0,2.0,4.97,f,4.890349128221754
13616939,Centro Storico,43.77614,11.2548,Entire home/apt,128.0,830,104,t,4.0,1.0,2.0,4.97,t,4.852030263919617
13654683,Centro Storico,43.77092,11.26256,Entire home/apt,205.0,98,42,,4.0,1.0,2.0,4.78,t,5.3230099791384085
13665528,Centro Storico,43.77193,11.26165,Entire home/apt,342.0,16,0,f,6.0,2.0,3.0,4.5,f,5.834810737062605
13683400,Centro Storico,43.770824,11.256792,Entire home/apt,148.0,714,31,f,8.0,1.0,5.0,4.76,t,4.997212273764115
13686560,Centro Storico,43.76873,11.24205,Entire home/apt,109.0,368,29,t,2.0,1.0,1.0,4.91,t,4.6913478822291435
13690357,Centro Storico,43.76979,11.26557,Entire home/apt,850.0,29,0,f,6.0,3.0,4.0,4.31,t,6.745236349484363
13690365,Centro Storico,43.77617,11.26038,Entire home/apt,117.0,554,66,t,2.0,1.0,1.0,4.78,t,4.762173934797756
13702245,Centro Storico,43.77605819702149,11.251811981201172,Entire home/apt,144.0,99,13,f,3.0,1.0,2.0,4.72,t,4.969813299576001
13708020,Campo di Marte,43.77768,11.27358,Private room,60.0,268,26,t,2.0,1.0,1.0,4.92,f,4.0943445622221
13721217,Centro Storico,43.7729,11.25279,Entire home/apt,139.0,162,15,f,4.0,1.0,2.0,4.69,t,4.9344739331306915
13721242,Centro Storico,43.76943,11.25645,Entire home/apt,240.0,562,39,t,4.0,1.0,2.0,4.97,t,5.480638923341991
13723277,Isolotto Legnaia,43.773706326742015,11.232995130121708,Private room,108.0,463,60,t,2.0,1.0,1.0,4.95,f,4.68213122712422
13727149,Campo di Marte,43.803,11.26582,Entire home/apt,100.0,58,0,f,4.0,1.0,2.0,4.83,f,4.605170185988092
13739901,Centro Storico,43.77438,11.25695,Entire home/apt,346.0,755,94,t,4.0,1.0,2.0,4.95,f,5.846438775057725
13741229,Centro Storico,43.78074,11.23732,Entire home/apt,500.0,18,0,f,4.0,1.0,2.0,4.89,f,6.214608098422191
13741451,Centro Storico,43.77831,11.23939,Entire home/apt,500.0,13,0,f,3.0,1.0,2.0,4.92,f,6.214608098422191
13747574,Campo di Marte,43.773682,11.276744,Private room,40.0,15,0,f,2.0,1.0,1.0,4.67,f,3.6888794541139363
13762783,Centro Storico,43.76484,11.24539,Entire home/apt,150.0,33,0,t,3.0,2.0,2.0,4.76,f,5.0106352940962555
13774780,Rifredi,43.79393768310547,11.17215347290039,Entire home/apt,105.0,122,21,t,12.0,4.0,9.0,4.79,f,4.653960350157523
13778528,Gavinana Galluzzo,43.75209,11.25585,Entire home/apt,850.0,27,0,t,4.0,1.0,2.0,4.89,t,6.745236349484363
13781025,Centro Storico,43.77018,11.25912,Entire home/apt,142.0,365,35,t,3.0,2.0,2.0,4.91,f,4.955827057601261
13786078,Centro Storico,43.7809961,11.2411016,Entire home/apt,112.0,559,79,t,4.0,1.0,2.0,4.81,t,4.718498871295094
13794698,Centro Storico,43.77063,11.24266,Entire home/apt,68.0,222,60,t,2.0,1.0,1.0,4.88,f,4.219507705176107
13804942,Centro Storico,43.76279,11.26239,Entire home/apt,113.0,326,43,t,4.0,1.0,2.0,4.92,f,4.727387818712341
13813153,Campo di Marte,43.77352,11.27683,Private room,40.0,16,0,f,1.0,1.0,1.0,4.75,f,3.6888794541139363
13838842,Campo di Marte,43.77368,11.27677,Private room,40.0,28,0,f,2.0,1.0,1.0,4.68,f,3.6888794541139363
